SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,SCOTTISH_TRANSFER,FORECAST_ACTUAL_INDICATOR,datetime
2021-01-01,1,28354,28969,26130,1158,6527,0,13471,0,14,2003,-1,0,215,203,999,0,0,0,0,,,2021-01-01 00:00:00
2021-01-01,2,28501,29114,26281,1208,6527,0,13471,0,12,2004,-1,0,359,203,999,0,0,0,0,,,2021-01-01 00:30:00
2021-01-01,3,27759,28376,25557,1202,6527,0,13471,0,16,2004,-1,0,362,202,999,0,0,0,0,,,2021-01-01 01:00:00
2021-01-01,4,26912,27749,24792,1226,6527,0,13471,0,236,2004,-1,0,361,203,1000,0,0,0,0,,,2021-01-01 01:30:00
2021-01-01,5,26004,27178,23933,1193,6527,0,13471,0,573,2004,-1,0,304,203,1000,0,0,0,0,,,2021-01-01 02:00:00
2021-01-01,6,25361,26798,23284,1183,6527,0,13471,0,836,2003,-1,0,319,202,999,0,0,0,0,,,2021-01-01 02:30:00
2021-01-01,7,24739,26442,22666,1208,6527,0,13471,0,1102,1812,-1,0,235,202,906,0,0,0,0,,,2021-01-01 03:00:00
2021-01-01,8,24189,25901,22162,1245,6527,0,13471,0,1111,1805,-1,0,220,203,903,0,0,0,0,,,2021-01-01 03:30:00
2021-01-01,9,23770,25539,21797,1252,6527,0,13471,0,1168,1806,-1,0,185,203,903,0,0,0,0,,,2021-01-01 04:00:00
2021-01-01,10,23433,25196,21512,1275,6527,0,13471,0,1162,1806,-1,0,152,202,903,0,0,0,0,,,2021-01-01 04:30:00
2021-01-01,11,23418,25161,21527,1309,6527,0,13471,0,1142,1805,-1,0,169,203,903,0,0,0,0,,,2021-01-01 05:00:00
2021-01-01,12,23371,25048,21483,1363,6527,0,13471,0,1076,1806,-1,0,192,203,903,0,0,0,0,,,2021-01-01 05:30:00
2021-01-01,13,24055,25601,22125,1387,6527,0,13471,0,945,1901,-1,0,172,203,950,0,0,0,0,,,2021-01-01 06:00:00
2021-01-01,14,24462,25964,22485,1429,6527,0,13471,0,901,1905,-1,0,167,202,952,0,0,0,0,,,2021-01-01 06:30:00
2021-01-01,15,25048,25728,23054,1445,6527,0,13471,0,79,1905,-1,0,37,203,952,0,0,0,0,,,2021-01-01 07:00:00
2021-01-01,16,25259,25876,23237,1484,6527,0,13471,0,16,1904,-1,0,50,202,952,0,0,0,0,,,2021-01-01 07:30:00
2021-01-01,17,25852,26469,23791,1442,6527,0,13471,0,16,2002,-1,0,152,203,814,0,0,0,0,,,2021-01-01 08:00:00
2021-01-01,18,26729,27345,24643,1415,6527,40,13471,0,15,2004,-1,0,158,147,809,0,0,0,0,,,2021-01-01 08:30:00
2021-01-01,19,28128,28739,25916,1410,6527,202,13471,0,10,2004,-1,0,301,118,993,0,0,0,0,,,2021-01-01 09:00:00
2021-01-01,20,29488,30098,27137,1421,6527,356,13471,0,9,2004,-1,0,364,28,1000,0,0,0,0,,,2021-01-01 09:30:00
2021-01-01,21,30730,31340,28257,1404,6527,533,13471,0,9,2004,-1,0,401,81,999,0,0,0,0,,,2021-01-01 10:00:00
2021-01-01,22,31720,32331,29088,1417,6527,741,13471,0,10,2004,-1,0,401,61,999,0,0,0,0,,,2021-01-01 10:30:00
2021-01-01,23,32729,33339,29983,1449,6527,964,13471,0,9,2004,-1,0,401,133,971,0,0,0,0,,,2021-01-01 11:00:00
2021-01-01,24,33388,33998,30545,1508,6527,1092,13471,0,9,2004,-1,0,401,194,969,0,0,0,0,,,2021-01-01 11:30:00
2021-01-01,25,34221,34831,31311,1506,6527,1122,13471,0,9,2004,-1,0,401,217,998,0,0,0,0,,,2021-01-01 12:00:00
2021-01-01,26,34725,35335,31754,1529,6527,1162,13471,0,9,2004,-1,0,401,156,999,0,0,0,0,,,2021-01-01 12:30:00
2021-01-01,27,34973,35579,32008,1510,6527,1102,13471,0,5,2004,-1,0,401,144,999,0,0,0,0,,,2021-01-01 13:00:00
2021-01-01,28,34914,35520,31969,1506,6527,1011,13471,0,5,2004,-1,0,401,137,1000,0,0,0,0,,,2021-01-01 13:30:00
2021-01-01,29,35016,35623,32095,1443,6527,784,13471,0,6,2004,-1,0,401,90,1000,0,0,0,0,,,2021-01-01 14:00:00
2021-01-01,30,35090,35700,32134,1407,6527,477,13471,0,9,2004,-1,0,401,93,1000,0,0,0,0,,,2021-01-01 14:30:00
2021-01-01,31,35394,36006,32315,1416,6527,175,13471,0,11,2004,-1,0,401,6,999,0,0,0,0,,,2021-01-01 15:00:00
2021-01-01,32,36087,36701,32914,1453,6527,29,13471,0,13,2004,-1,0,397,0,999,0,0,0,0,,,2021-01-01 15:30:00
2021-01-01,33,37497,38108,34107,1373,6527,0,13471,0,10,2004,-1,0,303,0,1019,0,0,0,0,,,2021-01-01 16:00:00
2021-01-01,34,39431,40039,35786,1319,6527,0,13471,0,7,2004,-1,0,312,0,1020,0,0,0,0,,,2021-01-01 16:30:00
2021-01-01,35,39916,40525,36198,1318,6527,0,13471,0,8,2004,-1,0,185,0,1020,0,0,0,0,,,2021-01-01 17:00:00
2021-01-01,36,39653,40263,36037,1341,6527,0,13471,0,9,2004,-1,0,154,14,1019,0,0,0,0,,,2021-01-01 17:30:00
2021-01-01,37,38816,39426,35341,1321,6527,0,13471,0,9,2004,-1,0,34,0,1019,0,0,0,0,,,2021-01-01 18:00:00
2021-01-01,38,37566,38205,34197,1321,6527,0,13471,0,9,2004,-1,0,-29,0,1020,0,0,0,0,,,2021-01-01 18:30:00
2021-01-01,39,36293,36907,33098,1293,6527,0,13471,0,13,2003,-1,0,83,0,1020,0,0,0,0,,,2021-01-01 19:00:00
2021-01-01,40,35041,35653,31960,1285,6527,0,13471,0,11,2003,-1,0,149,0,1020,0,0,0,0,,,2021-01-01 19:30:00
2021-01-01,41,33993,34604,30948,1265,6527,0,13471,0,10,2004,-1,0,168,11,1020,0,0,0,0,,,2021-01-01 20:00:00
2021-01-01,42,32907,33518,30085,1284,6527,0,13471,0,10,2003,-1,0,85,107,1019,0,0,0,0,,,2021-01-01 20:30:00
2021-01-01,43,31743,32422,29026,1211,6527,0,13471,0,9,2003,-1,0,-69,19,1000,0,0,0,0,,,2021-01-01 21:00:00
2021-01-01,44,30641,31278,28031,1164,6527,0,13471,0,9,2002,-1,0,-27,0,1000,0,0,0,0,,,2021-01-01 21:30:00
2021-01-01,45,29547,30159,27000,1106,6527,0,13471,0,11,2004,-1,0,27,0,1000,0,0,0,0,,,2021-01-01 22:00:00
2021-01-01,46,28426,29037,25866,1087,6527,0,13471,0,10,2004,-1,0,126,0,1000,0,0,0,0,,,2021-01-01 22:30:00
2021-01-01,47,26737,27344,24265,1098,6527,0,13471,0,6,2003,-1,0,185,0,999,0,0,0,0,,,2021-01-01 23:00:00
2021-01-01,48,25743,26350,23358,1137,6527,0,13471,0,6,2003,-1,0,58,0,1000,0,0,0,0,,,2021-01-01 23:30:00
2021-01-02,1,25606,26213,23242,1152,6527,0,13471,0,6,2003,-1,0,17,0,999,0,0,0,0,,,2021-01-02 00:00:00
2021-01-02,2,25970,26577,23572,1186,6527,0,13471,0,6,2003,-1,0,86,0,1000,0,0,0,0,,,2021-01-02 00:30:00
2021-01-02,3,25580,26194,23254,1114,6527,0,13471,0,13,1907,-1,0,46,0,952,0,0,0,0,,,2021-01-02 01:00:00
2021-01-02,4,25064,25889,22820,1069,6527,0,13471,0,224,1904,-1,0,64,0,951,0,0,0,0,,,2021-01-02 01:30:00
2021-01-02,5,24605,25749,22427,1054,6527,0,13471,0,543,1903,-1,0,17,0,951,0,0,0,0,,,2021-01-02 02:00:00
2021-01-02,6,24154,25316,21980,1062,6527,0,13471,0,561,1903,-1,0,17,0,951,0,0,0,0,,,2021-01-02 02:30:00
2021-01-02,7,23841,25248,21651,1007,6527,0,13471,0,806,1903,-1,0,17,0,951,0,0,0,0,,,2021-01-02 03:00:00
2021-01-02,8,23471,24963,21264,989,6527,0,13471,0,875,1904,-1,0,-16,0,951,0,0,0,0,,,2021-01-02 03:30:00
2021-01-02,9,23148,24911,20983,961,6527,0,13471,0,1141,1904,-1,0,-21,0,878,0,0,0,0,,,2021-01-02 04:00:00
2021-01-02,10,22965,24780,20829,973,6527,0,13471,0,1150,1904,-1,0,-64,0,876,0,0,0,0,,,2021-01-02 04:30:00
2021-01-02,11,23297,25080,21161,962,6527,0,13471,0,1154,1904,-1,0,-28,0,949,0,0,0,0,,,2021-01-02 05:00:00
2021-01-02,12,23555,25325,21422,1001,6527,0,13471,0,1142,1904,-1,0,-27,0,952,0,0,0,0,,,2021-01-02 05:30:00
2021-01-02,13,24601,26115,22421,1000,6527,0,13471,0,804,1903,-1,0,-109,0,952,0,0,0,0,,,2021-01-02 06:00:00
2021-01-02,14,25369,26496,23147,1029,6527,0,13471,0,499,1904,-1,0,-27,0,952,0,0,0,0,,,2021-01-02 06:30:00
2021-01-02,15,26379,27150,24067,951,6527,0,13471,0,66,2000,-1,0,-104,0,998,0,0,0,0,,,2021-01-02 07:00:00
2021-01-02,16,26948,27660,24600,911,6527,0,13471,0,15,2003,-1,0,-96,0,1000,0,0,0,0,,,2021-01-02 07:30:00
2021-01-02,17,28152,28783,25736,916,6527,1,13471,0,13,2003,-1,0,-17,0,999,0,0,0,0,,,2021-01-02 08:00:00
2021-01-02,18,29540,30149,27025,954,6527,158,13471,0,8,2003,-1,0,22,0,999,0,0,0,0,,,2021-01-02 08:30:00
2021-01-02,19,30886,31509,28249,915,6527,685,13471,0,8,2003,-1,0,-14,0,999,0,0,0,0,,,2021-01-02 09:00:00
2021-01-02,20,31826,32489,29049,908,6527,1244,13471,0,5,2003,-2,0,-56,0,1000,0,0,0,0,,,2021-01-02 09:30:00
2021-01-02,21,32458,33270,29570,946,6527,1745,13471,0,6,2004,-2,0,-204,0,999,0,0,0,0,,,2021-01-02 10:00:00
2021-01-02,22,32935,33775,29962,1038,6527,1845,13471,0,7,2004,-1,0,-232,0,999,0,0,0,0,,,2021-01-02 10:30:00
2021-01-02,23,33257,34032,30224,1002,6527,2139,13471,0,6,2004,-1,0,-168,0,715,0,0,0,0,,,2021-01-02 11:00:00
2021-01-02,24,33929,34539,30818,1001,6527,2286,13471,0,5,2004,-1,0,-4,0,704,0,0,0,0,,,2021-01-02 11:30:00
2021-01-02,25,34605,35214,31453,1035,6527,2367,13471,0,8,2004,-1,0,96,0,988,0,0,0,0,,,2021-01-02 12:00:00
2021-01-02,26,34974,35584,31845,1139,6527,2248,13471,0,9,2004,-1,0,97,0,1000,0,0,0,0,,,2021-01-02 12:30:00
2021-01-02,27,35486,36097,32374,1125,6527,1888,13471,0,10,2004,-1,0,216,0,999,0,0,0,0,,,2021-01-02 13:00:00
2021-01-02,28,35457,36069,32391,1155,6527,1206,13471,0,11,2004,-1,0,129,0,999,0,0,0,0,,,2021-01-02 13:30:00
2021-01-02,29,35692,36304,32718,1196,6527,755,13471,0,11,2004,-1,0,163,0,999,0,0,0,0,,,2021-01-02 14:00:00
2021-01-02,30,36057,36670,33030,1280,6527,511,13471,0,11,2004,-2,0,109,0,998,0,0,0,0,,,2021-01-02 14:30:00
2021-01-02,31,36588,37200,33541,1296,6527,220,13471,0,10,2004,-2,0,19,0,658,0,0,0,0,,,2021-01-02 15:00:00
2021-01-02,32,37096,37732,34044,1348,6527,35,13471,0,15,2004,-1,0,-20,0,646,0,0,0,0,,,2021-01-02 15:30:00
2021-01-02,33,38652,39348,35404,1350,6527,0,13471,0,18,2004,-2,0,-76,0,1005,0,0,0,0,,,2021-01-02 16:00:00
2021-01-02,34,40745,41356,37261,1388,6527,0,13471,0,10,2004,-1,0,19,0,1020,0,0,0,0,,,2021-01-02 16:30:00
2021-01-02,35,41530,42224,37965,1386,6527,0,13471,0,6,2004,-2,0,-86,0,1020,0,0,0,0,,,2021-01-02 17:00:00
2021-01-02,36,41549,42354,38005,1438,6527,0,13471,0,6,2004,-2,0,-197,0,1020,0,0,0,0,,,2021-01-02 17:30:00
2021-01-02,37,40687,41445,37293,1438,6527,0,13471,0,9,2004,-2,0,-147,0,1020,0,0,0,0,,,2021-01-02 18:00:00
2021-01-02,38,39777,40598,36480,1476,6527,0,13471,0,10,2003,-2,0,-209,0,1019,0,0,0,0,,,2021-01-02 18:30:00
2021-01-02,39,38809,39505,35627,1437,6527,0,13471,0,9,2003,-1,0,-86,0,1020,0,0,0,0,,,2021-01-02 19:00:00
2021-01-02,40,37246,37892,34197,1435,6527,0,13471,0,10,2003,-2,0,-34,0,1020,0,0,0,0,,,2021-01-02 19:30:00
2021-01-02,41,36128,36801,33119,1488,6527,0,13471,0,8,2003,-2,0,-63,0,1020,0,0,0,0,,,2021-01-02 20:00:00
2021-01-02,42,34813,35486,31926,1571,6527,0,13471,0,7,2003,-1,0,-65,0,1019,0,0,0,0,,,2021-01-02 20:30:00
2021-01-02,43,33609,34428,30844,1530,6527,0,13471,0,11,2003,-1,0,-207,0,1000,0,0,0,0,,,2021-01-02 21:00:00
2021-01-02,44,32246,33008,29598,1517,6527,0,13471,0,12,2003,-2,0,-148,0,1000,0,0,0,0,,,2021-01-02 21:30:00
2021-01-02,45,30742,31426,28201,1501,6527,0,13471,0,6,2003,-2,0,-76,0,999,0,0,0,0,,,2021-01-02 22:00:00
2021-01-02,46,29342,30019,26852,1516,6527,0,13471,0,5,2003,-2,0,-70,0,1000,0,0,0,0,,,2021-01-02 22:30:00
2021-01-02,47,27729,28432,25310,1508,6527,0,13471,0,5,2003,-1,0,-97,0,999,0,0,0,0,,,2021-01-02 23:00:00
2021-01-02,48,26871,27535,24592,1519,6527,0,13471,0,5,2003,-1,0,-58,0,1000,0,0,0,0,,,2021-01-02 23:30:00
2021-01-03,1,26499,27106,24296,1542,6527,0,13471,0,5,2003,-2,0,82,0,999,0,0,0,0,,,2021-01-03 00:00:00
2021-01-03,2,26615,27221,24494,1586,6527,0,13471,0,5,2003,-1,0,169,0,1000,0,0,0,0,,,2021-01-03 00:30:00
2021-01-03,3,26278,26884,24230,1548,6527,0,13471,0,5,1907,-1,0,277,0,954,0,0,0,0,,,2021-01-03 01:00:00
2021-01-03,4,25585,26192,23606,1543,6527,0,13471,0,5,1903,-2,0,249,0,952,0,0,0,0,,,2021-01-03 01:30:00
2021-01-03,5,25055,25666,23079,1487,6527,0,13471,0,10,1903,-1,0,224,0,952,0,0,0,0,,,2021-01-03 02:00:00
2021-01-03,6,24657,25452,22613,1457,6527,0,13471,0,194,1904,-1,0,260,0,952,0,0,0,0,,,2021-01-03 02:30:00
2021-01-03,7,24211,25383,22067,1387,6527,0,13471,0,571,1903,-1,0,269,0,951,0,0,0,0,,,2021-01-03 03:00:00
2021-01-03,8,23563,24810,21427,1342,6527,0,13471,0,646,1903,-1,0,124,0,952,0,0,0,0,,,2021-01-03 03:30:00
2021-01-03,9,23181,24916,21087,1319,6527,0,13471,0,1134,1807,-1,0,20,0,905,0,0,0,0,,,2021-01-03 04:00:00
2021-01-03,10,22910,24680,20846,1337,6527,0,13471,0,1155,1804,-1,0,-14,0,903,0,0,0,0,,,2021-01-03 04:30:00
2021-01-03,11,22983,24817,20905,1296,6527,0,13471,0,1196,1805,-1,0,-37,0,807,0,0,0,0,,,2021-01-03 05:00:00
2021-01-03,12,23000,24917,20914,1286,6527,0,13471,0,1226,1805,-1,0,-90,0,804,0,0,0,0,,,2021-01-03 05:30:00
2021-01-03,13,23846,25481,21727,1301,6527,0,13471,0,1014,1900,-1,0,-20,0,946,0,0,0,0,,,2021-01-03 06:00:00
2021-01-03,14,24316,25898,22205,1365,6527,0,13471,0,907,1901,-1,0,-74,0,952,0,0,0,0,,,2021-01-03 06:30:00
2021-01-03,15,25253,26438,23033,1297,6527,0,13471,0,380,1473,-1,0,-204,0,968,0,0,0,0,,,2021-01-03 07:00:00
2021-01-03,16,25727,26797,23471,1291,6527,0,13471,0,370,1459,-1,0,-99,0,969,0,0,0,0,,,2021-01-03 07:30:00
2021-01-03,17,26766,27511,24421,1212,6527,1,13471,0,144,1978,-1,0,43,0,998,0,0,0,0,,,2021-01-03 08:00:00
2021-01-03,18,28350,28959,25928,1170,6527,74,13471,0,8,2003,-1,0,184,0,999,0,0,0,0,,,2021-01-03 08:30:00
2021-01-03,19,30028,30635,27471,1200,6527,405,13471,0,6,2003,-1,0,145,0,953,0,0,0,0,,,2021-01-03 09:00:00
2021-01-03,20,31485,32096,28775,1252,6527,872,13471,0,10,2003,-1,0,94,0,951,0,0,0,0,,,2021-01-03 09:30:00
2021-01-03,21,32725,33372,29863,1182,6527,1275,13471,0,10,2003,-1,0,-36,0,951,0,0,0,0,,,2021-01-03 10:00:00
2021-01-03,22,33454,34136,30457,1155,6527,1700,13471,0,8,2003,-1,0,-73,0,950,0,0,0,0,,,2021-01-03 10:30:00
2021-01-03,23,34104,34915,31010,1198,6527,1868,13471,0,10,2004,-1,0,-200,0,922,0,0,0,0,,,2021-01-03 11:00:00
2021-01-03,24,34534,35444,31353,1328,6527,1776,13471,0,10,2004,-1,0,-299,0,920,0,0,0,0,,,2021-01-03 11:30:00
2021-01-03,25,35113,35928,31883,1231,6527,2125,13471,0,10,2003,-1,0,-187,-17,984,0,0,0,0,,,2021-01-03 12:00:00
2021-01-03,26,35593,36387,32307,1200,6527,2050,13471,0,11,2003,-1,0,-182,10,987,0,0,0,0,,,2021-01-03 12:30:00
2021-01-03,27,35630,36447,32340,1292,6527,1992,13471,0,12,2003,-1,0,-204,0,999,0,0,0,0,,,2021-01-03 13:00:00
2021-01-03,28,35793,36629,32503,1447,6527,1548,13471,0,12,2003,-1,0,-223,0,1000,0,0,0,0,,,2021-01-03 13:30:00
2021-01-03,29,36102,36954,32781,1400,6527,1145,13471,0,11,2003,-1,0,-241,0,971,0,0,0,0,,,2021-01-03 14:00:00
2021-01-03,30,36453,37444,33151,1430,6527,666,13471,0,11,2003,-1,0,-379,0,970,0,0,0,0,,,2021-01-03 14:30:00
2021-01-03,31,37349,38383,34009,1429,6527,279,13471,0,11,2004,-1,0,-390,-32,971,0,0,0,0,,,2021-01-03 15:00:00
2021-01-03,32,38256,39171,34854,1500,6527,64,13471,0,13,2003,-1,0,-239,-62,971,0,0,0,0,,,2021-01-03 15:30:00
2021-01-03,33,40210,40952,36600,1488,6527,0,13471,0,7,2003,-1,0,-92,-42,1018,0,0,0,0,,,2021-01-03 16:00:00
2021-01-03,34,42031,42641,38174,1530,6527,0,13471,0,9,2003,-1,0,50,0,1020,0,0,0,0,,,2021-01-03 16:30:00
2021-01-03,35,42634,43292,38703,1495,6527,0,13471,0,9,2003,-1,0,-48,0,1020,0,0,0,0,,,2021-01-03 17:00:00
2021-01-03,36,42416,43148,38546,1486,6527,0,13471,0,9,2003,-1,0,-122,0,1020,0,0,0,0,,,2021-01-03 17:30:00
2021-01-03,37,41516,42362,37798,1536,6527,0,13471,0,9,2003,-1,0,-236,0,1020,0,0,0,0,,,2021-01-03 18:00:00
2021-01-03,38,40103,41062,36493,1639,6527,0,13471,0,9,2003,-1,0,-349,0,1019,0,0,0,0,,,2021-01-03 18:30:00
2021-01-03,39,38512,39394,35016,1587,6527,0,13471,0,16,2003,-1,0,-265,0,1020,0,0,0,0,,,2021-01-03 19:00:00
2021-01-03,40,36943,37883,33593,1580,6527,0,13471,0,17,2003,-2,0,-321,0,1020,0,0,0,0,,,2021-01-03 19:30:00
2021-01-03,41,35860,36686,32597,1673,6527,0,13471,0,10,1994,-1,0,-215,0,1019,0,0,0,0,,,2021-01-03 20:00:00
2021-01-03,42,34350,35202,31263,1792,6527,0,13471,0,12,1993,-2,0,-238,0,1020,0,0,0,0,,,2021-01-03 20:30:00
2021-01-03,43,32941,33733,29948,1710,6527,0,13471,0,10,2001,-1,0,-181,0,1000,0,0,0,0,,,2021-01-03 21:00:00
2021-01-03,44,31491,32316,28632,1685,6527,0,13471,0,9,1998,-1,0,-215,0,1000,0,0,0,0,,,2021-01-03 21:30:00
2021-01-03,45,30063,30963,27310,1693,6527,0,13471,0,12,1522,-1,0,-287,0,904,0,0,0,0,,,2021-01-03 22:00:00
2021-01-03,46,28472,29427,25730,1749,6527,0,13471,0,13,1501,-2,0,-340,0,901,0,0,0,0,,,2021-01-03 22:30:00
2021-01-03,47,26951,27874,24353,1653,6527,0,13471,0,22,1603,-1,0,-300,60,808,0,0,0,0,,,2021-01-03 23:00:00
2021-01-03,48,25767,26807,23289,1581,6527,0,13471,0,288,1606,-1,0,-151,25,805,0,0,0,0,,,2021-01-03 23:30:00
2021-01-04,1,25540,26621,23137,1568,6527,0,13471,0,480,1606,-1,0,19,0,805,0,0,0,0,,,2021-01-04 00:00:00
2021-01-04,2,26153,26802,23770,1607,6527,0,13471,0,48,1606,-1,0,149,0,804,0,0,0,0,,,2021-01-04 00:30:00
2021-01-04,3,25980,26880,23582,1569,6527,0,13471,0,298,1607,-2,0,188,0,805,0,0,0,0,,,2021-01-04 01:00:00
2021-01-04,4,25371,26544,23039,1587,6527,0,13471,0,572,1606,-1,0,231,0,805,0,0,0,0,,,2021-01-04 01:30:00
2021-01-04,5,24748,26112,22454,1692,6527,0,13471,0,763,1606,-1,0,133,0,804,0,0,0,0,,,2021-01-04 02:00:00
2021-01-04,6,24467,26095,22163,1826,6527,0,13471,0,1026,1606,-2,0,97,17,805,0,0,0,0,,,2021-01-04 02:30:00
2021-01-04,7,24240,25924,21940,1826,6527,0,13471,0,1035,1601,-1,0,-48,0,822,0,0,0,0,,,2021-01-04 03:00:00
2021-01-04,8,23904,25760,21599,1837,6527,0,13471,0,1155,1600,-1,0,-100,0,823,0,0,0,0,,,2021-01-04 03:30:00
2021-01-04,9,23753,25363,21512,1821,6527,0,13471,0,909,1505,-1,0,-100,0,823,0,0,0,0,,,2021-01-04 04:00:00
2021-01-04,10,23838,25683,21626,1828,6527,0,13471,0,1158,1501,-1,0,-52,-34,823,0,0,0,0,,,2021-01-04 04:30:00
2021-01-04,11,24419,26246,22190,1892,6527,0,13471,0,1226,1366,-1,0,83,1,806,0,0,0,0,,,2021-01-04 05:00:00
2021-01-04,12,25418,27087,23143,1983,6527,0,13471,0,1068,1360,-1,0,151,0,805,0,0,0,0,,,2021-01-04 05:30:00
2021-01-04,13,27777,28738,25390,2020,6527,0,13471,0,360,1326,-1,0,135,0,861,0,0,0,0,,,2021-01-04 06:00:00
2021-01-04,14,29924,30794,27445,2085,6527,0,13471,0,269,1274,-1,0,108,0,863,0,0,0,0,,,2021-01-04 06:30:00
2021-01-04,15,32402,33104,29816,2090,6527,0,13471,0,102,106,-1,1,54,0,863,0,0,0,0,,,2021-01-04 07:00:00
2021-01-04,16,34266,34937,31592,2104,6527,0,13471,0,13,10,-1,0,-58,0,863,0,0,0,0,,,2021-01-04 07:30:00
2021-01-04,17,36353,37024,33572,2193,6527,0,13471,0,13,7,-1,0,-57,0,794,0,0,0,0,,,2021-01-04 08:00:00
2021-01-04,18,37798,38465,34923,2311,6527,70,13471,0,10,11,-1,0,-56,0,792,0,0,0,0,,,2021-01-04 08:30:00
2021-01-04,19,39002,39872,36005,2338,6527,233,13471,0,10,541,-2,0,-204,-54,769,0,0,0,0,,,2021-01-04 09:00:00
2021-01-04,20,39563,40469,36454,2397,6527,436,13471,0,11,565,-1,0,-284,-10,769,0,0,0,0,,,2021-01-04 09:30:00
2021-01-04,21,39768,40755,36586,2395,6527,673,13471,0,12,219,-1,0,-374,0,847,0,0,0,0,,,2021-01-04 10:00:00
2021-01-04,22,39938,40939,36668,2387,6527,986,13471,0,13,207,-1,0,-387,0,850,0,0,0,0,,,2021-01-04 10:30:00
2021-01-04,23,40462,41573,37102,2436,6527,1102,13471,0,12,541,-1,0,-453,-45,931,0,0,0,0,,,2021-01-04 11:00:00
2021-01-04,24,40534,41638,37148,2502,6527,1177,13471,0,9,557,-1,0,-455,-39,933,0,0,0,0,,,2021-01-04 11:30:00
2021-01-04,25,40955,42083,37517,2546,6527,1082,13471,0,7,966,-1,0,-455,-65,940,0,0,0,0,,,2021-01-04 12:00:00
2021-01-04,26,41165,42291,37680,2593,6527,1001,13471,0,8,983,-1,0,-454,-63,941,0,0,0,0,,,2021-01-04 12:30:00
2021-01-04,27,41667,42709,38174,2485,6527,875,13471,0,11,1235,-1,0,-430,0,974,0,0,0,0,,,2021-01-04 13:00:00
2021-01-04,28,41620,42684,38133,2378,6527,728,13471,0,10,1244,-1,0,-453,0,975,0,0,0,0,,,2021-01-04 13:30:00
2021-01-04,29,41736,42801,38308,2402,6527,546,13471,0,10,980,-1,0,-454,0,939,0,0,0,0,,,2021-01-04 14:00:00
2021-01-04,30,41655,42754,38222,2430,6527,373,13471,0,13,970,-1,0,-454,-31,938,0,0,0,0,,,2021-01-04 14:30:00
2021-01-04,31,41586,42810,38100,2464,6527,185,13471,0,15,715,-1,0,-454,-154,824,0,0,0,0,,,2021-01-04 15:00:00
2021-01-04,32,42051,43205,38569,2507,6527,35,13471,0,15,749,-2,0,-454,-83,820,0,0,0,0,,,2021-01-04 15:30:00
2021-01-04,33,43235,44338,39588,2448,6527,0,13471,0,18,1858,-1,0,-407,-77,932,0,0,0,0,,,2021-01-04 16:00:00
2021-01-04,34,44628,45533,40775,2391,6527,0,13471,0,10,1946,-1,0,-292,-2,936,0,0,0,0,,,2021-01-04 16:30:00
2021-01-04,35,45061,46062,41069,2287,6527,0,13471,0,9,2000,-2,1,-390,0,1017,0,0,0,0,,,2021-01-04 17:00:00
2021-01-04,36,44766,45782,40846,2188,6527,0,13471,0,9,2003,-1,0,-406,0,1020,0,0,0,0,,,2021-01-04 17:30:00
2021-01-04,37,44363,45290,40544,2108,6527,0,13471,0,9,1962,-1,0,-317,0,1020,0,0,0,0,,,2021-01-04 18:00:00
2021-01-04,38,43648,44652,39905,2047,6527,0,13471,0,12,1960,-2,1,-390,0,1020,0,0,0,0,,,2021-01-04 18:30:00
2021-01-04,39,42369,43490,38736,2038,6527,0,13471,0,17,2001,-1,0,-453,-50,1019,0,0,0,0,,,2021-01-04 19:00:00
2021-01-04,40,40912,42011,37412,2031,6527,0,13471,0,15,2002,-2,0,-453,-29,1020,0,0,0,0,,,2021-01-04 19:30:00
2021-01-04,41,38833,39935,35445,2008,6527,0,13471,0,15,2002,-1,0,-396,-90,981,0,0,0,0,,,2021-01-04 20:00:00
2021-01-04,42,37601,38603,34331,1997,6527,0,13471,0,14,2002,-2,0,-335,-51,980,0,0,0,0,,,2021-01-04 20:30:00
2021-01-04,43,36206,37223,33101,2028,6527,0,13471,0,14,2003,-2,0,-401,0,946,0,0,0,0,,,2021-01-04 21:00:00
2021-01-04,44,34427,35512,31482,2087,6527,0,13471,0,15,2000,-1,0,-428,-41,945,0,0,0,0,,,2021-01-04 21:30:00
2021-01-04,45,32509,33421,29692,1987,6527,0,13471,0,15,1586,-2,0,-294,-1,998,0,0,0,0,,,2021-01-04 22:00:00
2021-01-04,46,30762,31606,27980,1921,6527,0,13471,0,13,1569,-1,0,-230,0,999,0,0,0,0,,,2021-01-04 22:30:00
2021-01-04,47,29060,29938,26426,1964,6527,0,13471,0,11,1795,-1,0,-266,0,896,0,0,0,0,,,2021-01-04 23:00:00
2021-01-04,48,27652,28521,25152,2049,6527,0,13472,0,11,1804,-2,0,-256,0,892,0,0,0,0,,,2021-01-04 23:30:00
